               MD5                                                  Url
834b078ba0e8aac31c50d9fa90baa5e0     http://v.teacherclub.com.cn/course/cf/xk/xxyw/mrl/video/xxyw_mrl_jxsl.flv
b75d31c0d428dfc600dc8cc28fb3cc59     http://v.teacherclub.com.cn/course/cf/xk/xxyw/mrl/video/xxyw_mrl_jssk.flv
f0b8ce35ebc31c9db2e355a48421c265     http://v.teacherclub.com.cn/course/cf/xk/xxyw/mrl/video/xxyw_mrl_dddp.flv
84e13ae2673b8399c4d6330af5881617     http://v.teacherclub.com.cn/course/cf/xk/xxyw/kk2013083_zmq/video/zmq.flv
abe4ccb844ea94df8d36c2b370e1adaa     http://v.teacherclub.com.cn/course/cf/xk/xxyw/kk2013083_yyq/video/yyq.flv
cc7c1a637edb4578e554176b4bfb4b22     http://v.teacherclub.com.cn/course/cf/xk/xxyw/kk2013083_tyy/video/tyy.flv
c83e4ace3ed6b5d277875e559748cdcc     http://v.teacherclub.com.cn/course/cf/xk/xxyw/kk2013083_lyy/video/lyy2.flv
b3cc5250dfa6ffc97eea9c900694e391     http://v.teacherclub.com.cn/course/cf/xk/xxyw/kk2013083_lyy/video/lyy1.flv
4076052f02d8b7cdf36dde3a26068f0a     http://v.teacherclub.com.cn/course/cf/xk/xxyw/kk2013083_jll/video/jll.flv
7fd14819bcdbcadc901ac7e1762b81c7     http://v.teacherclub.com.cn/course/cf/xk/xxyw/kk2013083_cjy/video/cjy3.flv
353690ba6c3f68224be1a8c5217a96c4     http://v.teacherclub.com.cn/course/cf/xk/xxyw/kk2013083_cjy/video/cjy1.flv
47d976e438e878f5fbdd03b15063b5b5     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_yy/video/2014013_yy7.flv
08f6fd8ad8ca6d7f007f7a6a1045b778     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_yy/video/2014013_yy6.flv
2b4d79da82666362809316fd088858d8     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_yy/video/2014013_yy5.flv
ffb96e17592574c6fef59c8ca08263ff     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_yy/video/2014013_yy4.flv
9ec8404324df343d4495e5d9befeb673     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_yy/video/2014013_yy3.flv
42f4065a79b073f6814c90e11c8b8085     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_yy/video/2014013_yy2.flv
fcbea7e195d94d7d7d479a233246c818     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_yy/video/2014013_yy1.flv
0a807334a1349d3ab6ccb8f4336247c1     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_wxc/video/2014013_wxc8.flv
7a9c16fa2336a862067e3e4b49da3046     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_wxc/video/2014013_wxc7.flv
